session	day	PE	dwi_ET_data	qct__ET_data	rest__ET_data	bht__ET_data
29	2023-11-03	PA	fixation_2023-11-03_19h15.36.495_2_session_29.EDF	qct_2023-11-03_19h58.22.540_0_session_29.EDF	rest_2023-11-03_20h06.12.290_0_session_29.EDF	bht_2023-11-03_20h27.56.353_0_session_29.EDF
