rater_id	dataset	subject	rating	artifacts	time_sec	confidence	comments
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-022_task-rest_dir-AP_bold	2.05	"[""head-motion"",""ghost-aliasing"",""inu"",""uncategorized""]"	238.853	2.45	WS, SD, aliasing visible in GM of echo 1, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-023_task-rest_dir-AP_bold	2.35	"[""head-motion"",""ghost-aliasing"",""uncategorized""]"	202.812	2.65	aliasing ghost visible in GM echo 1, FD peak inducing localized change in carpetplot, SD
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-024_task-rest_dir-AP_bold	1.95	"[""ghost-aliasing""]"	169.275	2.95	aliasing ghost overlaps with GM in echo 1
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-025_task-rest_dir-RL_bold	2.6	"[""head-motion"",""noise-global"",""uncategorized""]"	231.833	2.95	WS, SD, FD peak inducing localized change in carpetplot, aliasing ghost visible in bg of avg BOLD echo 1-4, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-026_task-rest_dir-PA_bold	1.75	"[""head-motion"",""wrap-around"",""ghost-aliasing"",""uncategorized""]"	286.817	3.05	wrap-around eyes induces spurious high std close in occipital lobe, WS light, SD, high FD peak (1mm) but does not induce too much deflections in carpetplot, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-028_task-rest_dir-RL_bold	2.6	"[""head-motion"",""noise-global"",""ghost-aliasing"",""uncategorized""]"	182.39	2.95	SD, WS, aliasing ghost visible in bg of avg BOLD echo 1-4, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-037_task-rest_dir-LR_bold	2.7	"[""head-motion"",""ghost-aliasing"",""uncategorized""]"	233.981	3.15	SD, HM ringing, WS, aliasing ghost visible in bg of avg BOLD echo 1-3
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-039_task-rest_dir-LR_bold	2.55	"[""head-motion"",""ghost-aliasing"",""uncategorized""]"	281.57	3.25	HM ringing, SD, FD peak without big consequences on carpetplot, aliasing ghost visible in bg of avg BOLD echo 1-, WS
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-040_task-rest_dir-AP_bold	1.3	"[""head-motion"",""noise-global"",""wrap-around"",""ghost-aliasing"",""inu"",""uncategorized""]"	737.905	3.7	wrap around of skull inducing spurious high std in prefrontal cortex, WS light, aliasing ghost is visible in prefrontal cortex, FD peak of 1mm towards the end, other smaller FD peaks but inducing deflections on carpetplot, HM ringing, clear and globally localized on echo 2 and 1, SD
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-041_task-rest_dir-AP_bold	1.45	"[""head-motion"",""ghost-aliasing"",""inu"",""uncategorized""]"	394.677	1.95	WS light, aliasing ghost visibie in GM on echo 1, FD peak with localized deflection in carpet plot, SD, HM ringing clear on all echos and globally locaized
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-042_task-rest_dir-PA_bold	1.6	"[""head-motion"",""wrap-around"",""ghost-aliasing"",""inu"",""uncategorized""]"	361.021	3.75	wrap-around of the eyes induces spurious high std in occipital lobe, WS light, SD, deflections in carpetplot due to head motion, HM ringing, rather clear and globally locaized on echo 2
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-043_task-rest_dir-AP_bold	1.65	"[""head-motion"",""noise-global"",""ghost-aliasing"",""uncategorized""]"	214.977	3.75	WS light, aliasing ghost visible in GM, SD, HM ringing, periodic modulation though half of the carpetplot echo4
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-044_task-rest_dir-LR_bold	2.45	"[""head-motion"",""noise-global"",""ghost-aliasing"",""uncategorized""]"	231.681	3.2	SD, WS, HM ringing, FD peak followed by dark delfection in carpetplot, aliasing ghost lighly visible in bg of avg BOLD echo 2-3
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-045_task-rest_dir-LR_bold	2.95	"[""head-motion"",""ghost-aliasing"",""uncategorized""]"	191.336	3.35	SD, WS, HM ringing, aliasing ghost lightly visible in bg of avg BOLD echo 2-3
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-046_task-rest_dir-LR_bold	2.9	"[""head-motion"",""noise-global"",""ghost-aliasing"",""uncategorized""]"	223.896	2.9	WS, SD, aliasing ghost faintly visible in bg of avg BOLD echo 1-3, HM ringing
celine	mriqc-23.2.0-withoutdwi	sub-001_ses-047_task-rest_dir-RL_bold	2.0	"[""head-motion"",""noise-global"",""ghost-aliasing"",""uncategorized""]"	221.25	3.1	WS, SD, delfections in carpetplot , aliasing ghost visible in bg of avg BOLD echo 1-4, HM ringing
